Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Grosjean, M., Núñez, L., Cartajena, I.","7003610741;7102163100;6505915528;","Palaeoindian occupation of the Atacama Desert, northern Chile",2005,"Journal of Quaternary Science","20","7-8",,"643","653",,72,"10.1002/jqs.969","https://www.scopus.com/inward/record.uri?eid=2-s2.0-29844455010&doi=10.1002%2fjqs.969&partnerID=40&md5=c0e7f3efa0b1adc972c8adcf04326026",Article,"Final","",Scopus,2-s2.0-29844455010
"Rigsby, C.A., Bradbury, J.P., Baker, P.A., Rollins, S.M., Warren, M.R.","6603910956;7201390958;7402424104;10639742100;10640511800;","Late Quaternary palaeolakes, rivers, and wetlands on the Bolivian Altiplano and their palaeoclimatic implications",2005,"Journal of Quaternary Science","20","7-8",,"671","691",,57,"10.1002/jqs.986","https://www.scopus.com/inward/record.uri?eid=2-s2.0-29744451794&doi=10.1002%2fjqs.986&partnerID=40&md5=0ff1347657a38eee0f2dc815bd0035cd",Review,"Final","",Scopus,2-s2.0-29744451794
"Baker, P.A., Fritz, S.C., Garland, J., Ekdahl, E.","7402424104;35610780800;10641561900;6603257701;","Holocene hydrologic variation at Lake Titicaca, Bolivia/Peru, and its relationship to North Atlantic climate variation",2005,"Journal of Quaternary Science","20","7-8",,"655","662",,76,"10.1002/jqs.987","https://www.scopus.com/inward/record.uri?eid=2-s2.0-29744439946&doi=10.1002%2fjqs.987&partnerID=40&md5=9301bd7b00cccb633cacf48a314065a6",Article,"Final","All Open Access, Green",Scopus,2-s2.0-29744439946
"Kojan, D., Angelo, D.","9037728900;9038146700;","Dominant narratives, social violence and the practice of Bolivian archaeology",2005,"Journal of Social Archaeology","5","3",,"383","408",,22,"10.1177/1469605305057585","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27644455663&doi=10.1177%2f1469605305057585&partnerID=40&md5=9919d72aac3e12923dc890a09f0ad64a",Review,"Final","",Scopus,2-s2.0-27644455663
"Taylor, G.K., Dashwood, B., Grocott, J.","7404202761;57209651279;6701381207;","Central Andean rotation pattern: Evidence from paleomagnetic rotations of an anomalous domain in the forearc of northern Chile",2005,"Geology","33","10",,"777","780",,22,"10.1130/G21876.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-26944475174&doi=10.1130%2fG21876.1&partnerID=40&md5=ce28eb1100c5c6871bf7164e4e86957f",Article,"Final","",Scopus,2-s2.0-26944475174
"Hamza, V.M., Dias, F.J.S.S., Gomes, A.J.L., Terceros, Z.G.D.","6602168994;6504722750;15727793100;15728639000;","Numerical and functional representations of regional heat flow in South America",2005,"Physics of the Earth and Planetary Interiors","152","4",,"223","256",,63,"10.1016/j.pepi.2005.04.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27844540482&doi=10.1016%2fj.pepi.2005.04.009&partnerID=40&md5=26b6929753deb489eedae061a07fcbb6",Article,"Final","",Scopus,2-s2.0-27844540482
"Eduardo Palma, R., Marquet, P.A., Boric-Bargetto, D.","7006981193;7102630622;14021016400;","Inter- and intraspecific phylogeography of small mammals in the Atacama Desert and adjacent areas of northern Chile",2005,"Journal of Biogeography","32","11",,"1931","1941",,34,"10.1111/j.1365-2699.2005.01349.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745309872&doi=10.1111%2fj.1365-2699.2005.01349.x&partnerID=40&md5=15069f07e489361abc9fa1416d2e97d6",Article,"Final","",Scopus,2-s2.0-33745309872
"Alvarado, P., Beck, S., Zandt, G., Araujo, M., Triep, E.","14321133500;35794532900;7003605105;7202962553;6506278965;","Crustal deformation in the south-central Andes backarc terranes as viewed from regional broad-band seismic waveform modelling",2005,"Geophysical Journal International","163","2",,"580","598",,83,"10.1111/j.1365-246X.2005.02759.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644920699&doi=10.1111%2fj.1365-246X.2005.02759.x&partnerID=40&md5=2d8f0fd2a2f20bdeb10b9b74e973e3b5",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-33644920699
"Lehr, E., Fritzsch, G., Müller, A.","7003323573;7004134293;7404065949;","Analysis of Andes frogs (Phrynopus, Leptodactylidae, Anura) phylogeny based on 12S and 16S mitochondrial rDNA sequences",2005,"Zoologica Scripta","34","6",,"593","603",,30,"10.1111/j.1463-6409.2005.00212.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-28844484582&doi=10.1111%2fj.1463-6409.2005.00212.x&partnerID=40&md5=d0afa4af4091365a707d166b91953231",Article,"Final","",Scopus,2-s2.0-28844484582
"Weinstein, K.J.","9233323000;","Body proportions in ancient Andeans from high and low altitudes",2005,"American Journal of Physical Anthropology","128","3",,"569","585",,47,"10.1002/ajpa.20137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27744563130&doi=10.1002%2fajpa.20137&partnerID=40&md5=552889f64b42423bf4e4b762ff4823cb",Article,"Final","",Scopus,2-s2.0-27744563130
"Allmendinger, R.W., Smalley Jr., R., Bevis, M., Caprio, H., Brooks, B.","7004350336;7103216165;7005855198;9244918200;24758758200;","Bending the Bolivian orocline in real time",2005,"Geology","33","11",,"905","908",,68,"10.1130/G21779.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27744485847&doi=10.1130%2fG21779.1&partnerID=40&md5=049c45a7958f960c8030150fa28c8b07",Article,"Final","",Scopus,2-s2.0-27744485847
"Hubbard, B.E., Crowley, J.K.","7006784633;7202580178;","Mineral mapping on the Chilean-Bolivian Altiplano using co-orbital ALI, ASTER and Hyperion imagery: Data dimensionality issues and solutions",2005,"Remote Sensing of Environment","99","1-2",,"173","186",,121,"10.1016/j.rse.2005.04.027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27144473909&doi=10.1016%2fj.rse.2005.04.027&partnerID=40&md5=3ef0921f3278de584650d01a7b0c33be",Article,"Final","",Scopus,2-s2.0-27144473909
"Moseley, M.E., Nash, D.J., Williams, P.R., DeFrance, S.D., Miranda, A., Ruales, M.","35272558600;9732733200;9737901000;6506759586;35403874600;9737543100;","Burning down the brewery: Establishing and evacuating an ancient imperial colony at Cerro Baúl, Peru",2005,"Proceedings of the National Academy of Sciences of the United States of America","102","48",,"17264","17271",,101,"10.1073/pnas.0508673102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-28444435130&doi=10.1073%2fpnas.0508673102&partnerID=40&md5=1bf69592f23a936545ead5de6e0c5d80",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-28444435130
"Ramos, V.A., Zapata, T., Cristallini, E., Introcaso, A.","7006122908;6602808764;7003564661;6602560274;","The andean thrust system -Latitudinal variations in structural styles and orogenic shortening",2005,"AAPG Memoir",,"82",,"30","50",,106,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548591731&partnerID=40&md5=63bd9db307158363831cec6d396da900",Article,"Final","",Scopus,2-s2.0-34548591731
"Cohen, M.E., Pickens, J.B., Castillo, J.C., Orr, B.","55477581800;7005535409;12545749100;56262895200;","Ecological suitability and tree seedling survival in the Bolivian altiplano",2005,"Ecologia Austral","15","2",,"207","215",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33144481674&partnerID=40&md5=c23c431b0205dc9b15659038468aac3d",Article,"Final","",Scopus,2-s2.0-33144481674
"Mather, A.E., Hartley, A.","7101911055;7102080781;","Flow events on a hyper-arid alluvial fan: Quebrada Tambores, Salar de Atacama, northern Chile",2005,"Geological Society Special Publication","251",,,"9","24",,42,"10.1144/GSL.SP.2005.251.01.02","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33144464666&doi=10.1144%2fGSL.SP.2005.251.01.02&partnerID=40&md5=d2116a6b7fcebee5453087c4501480e0",Article,"Final","",Scopus,2-s2.0-33144464666
"Rousse, S., Gilder, S., Fornari, M., Sempere, T.","6602307082;7005408341;7005176404;6701845543;","Insight into the Neogene tectonic history of the northern Bolivian Orocline from new paleomagnetic and geochronologic data",2005,"Tectonics","24","6","TC6007","","",,25,"10.1029/2004TC001760","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33144459453&doi=10.1029%2f2004TC001760&partnerID=40&md5=df4d74e2460df108905cf252eacc8e83",Review,"Final","All Open Access, Green",Scopus,2-s2.0-33144459453
"Howell, J.A., Schwarz, E., Spalletti, L.A., Veiga, G.D.","55696201000;7202729112;6701593801;6701852476;","The Neuquén Basin: An overview",2005,"Geological Society Special Publication","252",,,"1","14",,311,"10.1144/GSL.SP.2005.252.01.01","https://www.scopus.com/inward/record.uri?eid=2-s2.0-31444453321&doi=10.1144%2fGSL.SP.2005.252.01.01&partnerID=40&md5=c1b3536cb92afc98c2c1f69fab423742",Review,"Final","",Scopus,2-s2.0-31444453321
"Ramos, V.A., Folguera, A.","7006122908;6602569951;","Tectonic evolution of the Andes of Neuquén: Constraints derived from the magmatic arc and foreland deformation",2005,"Geological Society Special Publication","252",,,"15","35",,208,"10.1144/GSL.SP.2005.252.01.02","https://www.scopus.com/inward/record.uri?eid=2-s2.0-31444451702&doi=10.1144%2fGSL.SP.2005.252.01.02&partnerID=40&md5=14ed0ac53b0f676776cffb55ed318659",Article,"Final","",Scopus,2-s2.0-31444451702
"Zängl, G., Egger, J.","53980793000;16439174800;","Diurnal circulation of the Bolivian Altiplano. Part II: Theoretical and model investigations",2005,"Monthly Weather Review","133","12",,"3624","3643",,9,"10.1175/MWR3033.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-31344470882&doi=10.1175%2fMWR3033.1&partnerID=40&md5=41d00b4595c21d600ce76f0ecd4c7321",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-31344470882
"García-Robledo, C., Quintero-Marín, P., Mora-Kepfer, F.","23093709600;9738425200;6508229704;","Geographic variation and succession of arthropod communities in inflorescences and infructescences of Xanthosoma (Araceae)",2005,"Biotropica","37","4",,"650","656",,19,"10.1111/j.1744-7429.2005.00082.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-31344460048&doi=10.1111%2fj.1744-7429.2005.00082.x&partnerID=40&md5=4bfbcbc1e284059ed07ac065067ed07e",Article,"Final","",Scopus,2-s2.0-31344460048
"Hartley, A.J., Rice, C.M.","7102080781;55898286200;","Controls on supergene enrichment of porphyry copper deposits in the Central Andes: A review and discussion",2005,"Mineralium Deposita","40","5",,"515","525",,49,"10.1007/s00126-005-0017-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-29744465166&doi=10.1007%2fs00126-005-0017-7&partnerID=40&md5=46583ebf525c8645a991076219b85c9e",Article,"Final","",Scopus,2-s2.0-29744465166
"Giacosa, R.E., Afonso, J.C., Nemesio Heredia, C., Paredes, J.","6601919628;55662836200;6701735303;10639479100;","Tertiary tectonics of the sub-Andean region of the North Patagonian Andes, southern central Andes of Argentina (41-42°30′S)",2005,"Journal of South American Earth Sciences","20","3",,"157","170",,39,"10.1016/j.jsames.2005.05.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-29744459846&doi=10.1016%2fj.jsames.2005.05.013&partnerID=40&md5=bb2df71529739eaa85715e6bcad7ada4",Article,"Final","",Scopus,2-s2.0-29744459846
"Yáñez, J., Fierro, V., Mansilla, H., Figueroa, L., Cornejo, L., Barnes, R.M.","10144457000;10141402000;7003787740;24368629300;10140627900;55314697900;","Arsenic speciation in human hair: A new perspective for epidemiological assessment in chronic arsenicism",2005,"Journal of Environmental Monitoring","7","12",,"1335","1341",,77,"10.1039/b506313b","https://www.scopus.com/inward/record.uri?eid=2-s2.0-29244471687&doi=10.1039%2fb506313b&partnerID=40&md5=2c34f4bb43fdfa78444d3dc6928869ba",Review,"Final","",Scopus,2-s2.0-29244471687
"Reyna, J.","55514880200;","Alpaca breeding in Peru and perspectives for the future",2005,"Alpacas Australia",,"47",,"54","57",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-24344450709&partnerID=40&md5=9de4350778614c77a9721aa247c9dc38",Review,"Final","",Scopus,2-s2.0-24344450709
"De los Ríos, P.","7003994342;","Richness and distribution of zooplanktonic crustacean species in Chilean Andes Mountains and Southern Patagonia shallow ponds",2005,"Polish Journal of Environmental Studies","14","6",,"817","822",,28,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-28244491477&partnerID=40&md5=33cd6a93bfee79c4e5c20ea66c47b7e3",Article,"Final","",Scopus,2-s2.0-28244491477
"Cortecci, G., Boschetti, T., Mussi, M., Lameli, C.H., Mucchino, C., Barbieri, M.","7004572995;6507680226;6602165794;8299464300;6602145528;57191540760;","New chemical and original isotopic data on waters from El Tatio geothermal field, northern Chile",2005,"Geochemical Journal","39","6",,"547","571",,98,"10.2343/geochemj.39.547","https://www.scopus.com/inward/record.uri?eid=2-s2.0-28544432590&doi=10.2343%2fgeochemj.39.547&partnerID=40&md5=e1ad5df0f13ff45a960c5e097c5a54a7",Article,"Final","",Scopus,2-s2.0-28544432590
"Wettergreen, D., Cabrol, N., Baskaran, V., Calderón, F., Heys, S., Jonak, D., Lüders, A., Pane, D., Smith, T., Teza, J., Tompkins, P., Villa, D., Williams, C., Wagner, M.","6701392772;8941957900;9747777900;57197668315;9745600200;9744627300;9747518600;7801385590;9746727600;6603197390;14066880400;57198265089;57199277774;7404048975;","Second experiments in the robotic investigation of life in the Atacama Desert of Chile",2005,"European Space Agency, (Special Publication) ESA SP",,"603",,"233","240",,35,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-28744450137&partnerID=40&md5=fc572ab327b51d33c0067f9b6988120b",Article,"Final","",Scopus,2-s2.0-28744450137
"Wagner, M., Heys, S., Wettergreen, D., Teza, J., Apostolopoulos, D., Kantor, G., Whittaker, W.","7404048975;9745600200;6701392772;6603197390;55397247900;35203658800;35552082000;","Design and control of a passively steered, dual axle vehicle",2005,"European Space Agency, (Special Publication) ESA SP",,"603",,"29","36",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-28744445136&partnerID=40&md5=314c907a033c35e3be5ca513f19a3f81",Article,"Final","",Scopus,2-s2.0-28744445136
"Thompson, D.R., Smith, T., Wettergreen, D.","55316399700;9746727600;6701392772;","Data mining during rover traverse: From images to geologic signatures",2005,"European Space Agency, (Special Publication) ESA SP",,"603",,"513","520",,10,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-28744434306&partnerID=40&md5=fe876458ed5b34297d30a826bb4249ce",Article,"Final","",Scopus,2-s2.0-28744434306
"Mlynarczyk, M.S., Williams-Jones, A.E.","9435747500;7004866565;","The role of collisional tectonics in the metallogeny of the Central Andean tin belt",2005,"Earth and Planetary Science Letters","240","3-4",,"656","667",,53,"10.1016/j.epsl.2005.09.047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-28044468370&doi=10.1016%2fj.epsl.2005.09.047&partnerID=40&md5=ae274f35c596807a5bac9cbbf721723a",Article,"Final","",Scopus,2-s2.0-28044468370
"Harrison, K.P., Grimm, R.E.","7202397901;57200304476;","Groundwater-controlled valley networks and the decline of surface runoff on early Mars",2005,"Journal of Geophysical Research E: Planets","110","12","E12S16","1","17",,82,"10.1029/2005JE002455","https://www.scopus.com/inward/record.uri?eid=2-s2.0-31844436896&doi=10.1029%2f2005JE002455&partnerID=40&md5=cc6d84d440bb62d488e4d554a9f4f8a4",Article,"Final","All Open Access, Green",Scopus,2-s2.0-31844436896
"Schlüter, J., Pohl, D., Britvin, S.N.","7004649130;7005373470;6602649940;","The new mineral challacolloite, KPb2Cl5, the natural occurrence of a technically known laser material",2005,"Neues Jahrbuch fur Mineralogie, Abhandlungen","182","1",,"95","101",,11,"10.1127/0077-7757/2005/0033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-29144487948&doi=10.1127%2f0077-7757%2f2005%2f0033&partnerID=40&md5=a30129e287da4a9b72031ffa3f4a2b28",Article,"Final","",Scopus,2-s2.0-29144487948
"Schlüter, J., Pohl, D.","7004649130;7005373470;","Juangodoyite, Na2Cu(CO3)2, a new mineral from the Santa Rosa mine, Atacama desert, Chile",2005,"Neues Jahrbuch fur Mineralogie, Abhandlungen","182","1",,"11","14",,5,"10.1127/0077-7757/2005/0026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-29144477572&doi=10.1127%2f0077-7757%2f2005%2f0026&partnerID=40&md5=d92b70f48fd121a61a4b114b90f123ad",Article,"Final","",Scopus,2-s2.0-29144477572
"Soto, R., Martinod, J., Riquelme, R., Hérail, G., Audin, L.","47361508700;55897139800;56228802300;7004202642;7005114252;","Using gemorphological markers to discriminate Neogene tectonic activity in the Precordillera of North Chilean forearc (24-25°S)",2005,"Tectonophysics","411","1-4",,"41","55",,13,"10.1016/j.tecto.2005.08.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-29744465842&doi=10.1016%2fj.tecto.2005.08.017&partnerID=40&md5=f06ac91d37811d52dc8cf15d16ed7494",Article,"Final","",Scopus,2-s2.0-29744465842
"Thompson, L.G., Davis, M.E.","7403729580;36985801100;","Ice core records | South America",2006,"Encyclopedia of Quaternary Science",,,,"1233","1242",,2,"10.1016/B0-44-452747-8/00349-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079806122&doi=10.1016%2fB0-44-452747-8%2f00349-5&partnerID=40&md5=fb8540747d446b78d284e720fc652619",Book Chapter,"Final","",Scopus,2-s2.0-85079806122
"Coronato, A., Rabassa, J.","6602113705;6603625128;","GLACIATIONS | Mid-quaternary in the Southern Hemisphere",2006,"Encyclopedia of Quaternary Science",,,,"1051","1057",,,"10.1016/B0-44-452747-8/00126-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079761453&doi=10.1016%2fB0-44-452747-8%2f00126-5&partnerID=40&md5=5b2ef819daed31e0bdcb3739869e556d",Book Chapter,"Final","",Scopus,2-s2.0-85079761453
"Metcalfe, S.","7103047198;","Lake level studies | Latin America",2006,"Encyclopedia of Quaternary Science",,,,"1383","1389",,,"10.1016/B0-44-452747-8/00172-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079736667&doi=10.1016%2fB0-44-452747-8%2f00172-1&partnerID=40&md5=b5aba960e5091fc92e8e48117ea920c5",Book Chapter,"Final","",Scopus,2-s2.0-85079736667
"Donoso-Maluf, F.","35753190500;","Chile: New bottle, old wine",2006,"Families Across Cultures: A 30-Nation Psychological Study",,,,"293","302",,1,"10.1017/CBO9780511489822.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927030909&doi=10.1017%2fCBO9780511489822.016&partnerID=40&md5=36c210bb8b23e62797ff018ebda62cd1",Book Chapter,"Final","",Scopus,2-s2.0-84927030909
"Tellería, J.L., Venero, J.L., Santos, T.","7007018011;54685422600;7004578669;","Conserving birdlife of Peruvian highland bogs: Effects of patch-size and habitat quality on species richness and bird numbers",2006,"Ardeola","53","2",,"271","283",,14,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054727548&partnerID=40&md5=a3dabbb7b72854867fcf11e13c07f552",Article,"Final","",Scopus,2-s2.0-80054727548
"Grunder, A.L., Klemetti, E.W., Mckee, C.M., Feeley, T.C.","7006230792;15519004900;55241941200;7006016333;","Eleven million years of arc volcanism at the Aucanquilcha Volcanic Cluster, northern Chilean Andes: Implications for the life span and emplacement of plutons",2006,"Transactions of the Royal Society of Edinburgh, Earth Sciences","97","4",,"415","436",,52,"10.1017/S0263593300001541","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953581164&doi=10.1017%2fS0263593300001541&partnerID=40&md5=2d693d385081399f85a4a035517b11e5",Article,"Final","",Scopus,2-s2.0-77953581164
"Ramos, V.A., Kay, S.M.","7006122908;7202568553;","Overview of the tectonic evolution of the southern central andes of mendoza and neuquén (35°-39°S latitude)",2006,"Special Paper of the Geological Society of America","407",,,"1","17",,150,"10.1130/2006.2407(01)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73949154002&doi=10.1130%2f2006.2407%2801%29&partnerID=40&md5=49d48cade8d8983ac71169245d793231",Article,"Final","",Scopus,2-s2.0-73949154002
"Miranda, F., Folguera, A., Leal, P.R., Naranjo, J.A., Pesce, A.","7103318189;6602569951;6701574812;7006975901;7101775078;","Upper Pliocene to Lower Pleistocene volcanic complexes and upper Neogene deformation in the south-central Andes (36°30'-38°S)",2006,"Special Paper of the Geological Society of America","407",,,"287","298",,23,"10.1130/2006.2407(13)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73949126532&doi=10.1130%2f2006.2407%2813%29&partnerID=40&md5=8f90028c7379e70ffd11bc830f36076b",Article,"Final","All Open Access, Green",Scopus,2-s2.0-73949126532
"Mosquera, A., Ramos, V.A.","7003532798;7006122908;","Intraplate deformation in the Neuquén Embayment",2006,"Special Paper of the Geological Society of America","407",,,"97","123",,111,"10.1130/2006.2407(05)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73949122309&doi=10.1130%2f2006.2407%2805%29&partnerID=40&md5=c0618cf947df1e75da181d2cd7409951",Article,"Final","",Scopus,2-s2.0-73949122309
"Korovkin, T.","6603181416;","Indigenous Movements in the Central Andes: Community, Class, and Ethnic Politics",2006,"Latin American and Caribbean Ethnic Studies","1","2",,"143","163",,9,"10.1080/17442220600859221","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68749085632&doi=10.1080%2f17442220600859221&partnerID=40&md5=606be0e1b3f14b3be2ff20df6e8ffb8d",Article,"Final","",Scopus,2-s2.0-68749085632
"Kay, S.M., Copeland, P.","7202568553;7006303182;","Early to middle Miocene backarc magmas of the Neuquén Basin: Geochemical consequences of slab shallowing and the westward drift of South America",2006,"Special Paper of the Geological Society of America","407",,,"185","213",,74,"10.1130/2006.2407(09)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-54449094595&doi=10.1130%2f2006.2407%2809%29&partnerID=40&md5=a9e5517f7268069a6d9a45fed0a3bad3",Article,"Final","",Scopus,2-s2.0-54449094595
"Vicente, J.-C.","7103110198;","Dynamic Paleogeography of the Jurassic Andean basin: Pattern of regression and general considerations on main features",2006,"Revista de la Asociacion Geologica Argentina","61","3",,"408","437",,50,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46649088403&partnerID=40&md5=94ebc0a1fca06d1abdeba43c9b398f57",Article,"Final","",Scopus,2-s2.0-46649088403
"Costa, C.H., Audemard, F.A.M., Bezerra, F.H.R., Lavenu, A., Machette, M.N., París, G.","56248887800;18233677800;7004527155;55960565000;6603543209;24450939800;","An overview of the main Quaternary deformation of South America",2006,"Revista de la Asociacion Geologica Argentina","61","4",,"461","479",,75,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46449138448&partnerID=40&md5=bd5806b21db3bf95269521e6de1a2588",Review,"Final","",Scopus,2-s2.0-46449138448
"Kendrick, E., Brooks, B.A., Bevis, M., Smalley Jr., R., Lauria, E., Araujo, M., Parra, H.","6603934837;24758758200;7005855198;7103216165;23477826200;7202962553;23478218900;","Active orogeny of the south-central Andes studied with GPS geodesy",2006,"Revista de la Asociacion Geologica Argentina","61","4",,"555","566",,43,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46249104367&partnerID=40&md5=7d4068a7912a05ba26ee95fc0410ff9f",Article,"Final","",Scopus,2-s2.0-46249104367
"Vaughn, K.J., Grados, M.L.","7005487982;23984769700;","3,000 Years of occupation in Upper Valley Nasca: Excavations at Upanca",2006,"Latin American Antiquity","17","4",,"595","612",,18,"10.2307/25063074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-39749089672&doi=10.2307%2f25063074&partnerID=40&md5=b04c8ae867d266a106c2760dbbf77008",Article,"Final","",Scopus,2-s2.0-39749089672
"Fuentes, M.V.","7103214175;","Remote sensing and climate data as a key for understanding fasciolosis transmission in the Andes: review and update of an ongoing interdisciplinary project.",2006,"Geospatial health","1","1",,"59","70",,33,"10.4081/gh.2006.281","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34748817662&doi=10.4081%2fgh.2006.281&partnerID=40&md5=d13b1dbf392ab9da19c9d842376ab7ab",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-34748817662
"Hart, D., Miller, D.J.","57197912370;9633672800;","Analysis and correlation of volcanic ash in marine sediments from the Peru margin, Ocean Drilling Program Leg 201: Explosive volcanic cycles of the north-central Andes",2006,"Proceedings of the Ocean Drilling Program: Scientific Results","201",,,"","",,11,"10.2973/odp.proc.sr.201.122.2006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847300033&doi=10.2973%2fodp.proc.sr.201.122.2006&partnerID=40&md5=a5b316c5800e76c3ea0050fe4ea98921",Article,"Final","All Open Access, Green",Scopus,2-s2.0-33847300033
"Cuezzo, M.G.","6602404283;","Systematic revision and cladistic analysis of Epiphragmophora Doering from Argentina and southern Bolivia (Gastropoda: Stylommatophora: Xanthonychidae)",2006,"Malacologia","49","1",,"121","188",,14,"10.4002/1543-8120-49.1.121","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845779506&doi=10.4002%2f1543-8120-49.1.121&partnerID=40&md5=66c547c1d3992165ac9eacb82579172e",Article,"Final","",Scopus,2-s2.0-33845779506
"Kampf, A.R., Steele, I.M., Jenkins, R.A.","7004411943;7006617247;22233986800;","Phosphohedyphane, Ca2Pb3(PO4)3Cl, the phosphate analog of hedyphane: Description and crystal structure",2006,"American Mineralogist","91","11-12",,"1909","1917",,35,"10.2138/am.2006.2268","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845253640&doi=10.2138%2fam.2006.2268&partnerID=40&md5=93c6aecfe327331a22c2fe1a189af69a",Article,"Final","",Scopus,2-s2.0-33845253640
"Roperch, P., Sempere, T., Macedo, O., Arriagada, C., Fornari, M., Tapia, C., García, M., Laj, C.","6603475636;6701845543;8298103300;35767392300;7005176404;57214715530;55464709300;7006827313;","Counterclockwise rotation of late Eocene-Oligocene fore-arc deposits in southern Peru and its significance for oroclinal bending in the central Andes",2006,"Tectonics","25","3","TC3010","","",,87,"10.1029/2005TC001882","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751372464&doi=10.1029%2f2005TC001882&partnerID=40&md5=949cbd9723232b649cc4e1fcddc9aff1",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-33751372464
"Briones-M., L.","55981969400;","The geoglyphs of the north Chilean desert: An archaeological and artistic perspective",2006,"Antiquity","80","307",,"9","24",,24,"10.1017/S0003598X00093224","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749447683&doi=10.1017%2fS0003598X00093224&partnerID=40&md5=61d4c420635607f68f2daa37719018fd",Review,"Final","",Scopus,2-s2.0-33749447683
"De Lozada, D.S., Baveye, P., Lucey, R.F., Mamani, R., Fernandez, W.","14826606400;7006456930;36950399500;14826930900;14826578800;","Potential limitations for potato yields in raised soil field systems near Lake Titicaca",2006,"Scientia Agricola","63","5",,"444","452",,4,"10.1590/s0103-90162006000500005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749415066&doi=10.1590%2fs0103-90162006000500005&partnerID=40&md5=8cdfaa9399b80b2da942ab8783ec766f",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-33749415066
"Roy, R., Cassard, D., Cobbold, P.R., Rossello, E.A., Billa, M., Bailly, L., Lips, A.L.W.","8576251900;6602872539;7006338356;6603805786;6507262442;6701748745;7004191751;","Predictive mapping for copper-gold magmatic-hydrothermal systems in NW Argentina: Use of a regional-scale GIS, application of an expert-guided data-driven approach, and comparison with results from a continental-scale GIS",2006,"Ore Geology Reviews","29","3-4",,"260","286",,32,"10.1016/j.oregeorev.2005.10.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748190702&doi=10.1016%2fj.oregeorev.2005.10.002&partnerID=40&md5=65d74685c8fb067e1daa8db97ca85ad8",Article,"Final","",Scopus,2-s2.0-33748190702
