Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Montecinos, A., Muñoz, R.C., Oviedo, S., Martínez, A., Villagrán, V.","6603231929;7202035883;57193612062;57193607759;6507011137;","Climatological characterization of puelche winds down the western slope of the extratropical andes mountains using the NCEP climate forecast system reanalysis",2017,"Journal of Applied Meteorology and Climatology","56","3",,"677","696",,12,"10.1175/JAMC-D-16-0289.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015210222&doi=10.1175%2fJAMC-D-16-0289.1&partnerID=40&md5=90a89a7f7beda164b000d7e1215dd32f",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85015210222
"Lehr, E., Von May, R.","7003323573;16426429900;","A new species of terrestrial-breeding frog (Amphibia, craugastoridae, pristimantis) from high elevations of the Pui Pui protected forest in Central Peru",2017,"ZooKeys","2017","660",,"17","42",,15,"10.3897/zookeys.660.11394","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014738587&doi=10.3897%2fzookeys.660.11394&partnerID=40&md5=effdf12f4e113bfec645b4b253b0df45",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85014738587
"Omani, N., Srinivasan, R., Karthikeyan, R., Smith, P.K.","54795540200;7401951879;57014762200;56160753800;","Hydrological modeling of highly glacierized basins (Andes, Alps, and Central Asia)",2017,"Water (Switzerland)","9","2","111","","",,13,"10.3390/w9020111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013811588&doi=10.3390%2fw9020111&partnerID=40&md5=ecaa13e5a4c9a87d0661c106b1642216",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85013811588
"van Zalinge, M.E., Sparks, R.S.J., Evenstar, L.A., Cooper, F.J., Aslin, J., Condon, D.J.","57191057205;7202344707;26653575300;21734310800;57224297550;6603041005;","Using ignimbrites to quantify structural relief growth and understand deformation processes: Implications for the development of the Western Andean Slope, northernmost Chile",2017,"Lithosphere","9","1",,"29","45",,8,"10.1130/L593.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013422849&doi=10.1130%2fL593.1&partnerID=40&md5=efd91a52176e1602d5b1dde41cf0ec3c",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85013422849
"Watson, A.S., Fitzgerald, A.L., Baldeón, O.J.D.","57214504802;56644188900;57193276488;","Diet composition and prey selection of Telmatobius macrostomus, the Junín giant frog",2017,"Endangered Species Research","32","1",,"117","121",,8,"10.3354/esr00785","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012273919&doi=10.3354%2fesr00785&partnerID=40&md5=67759947fbd62a5ba22f11a0d6d3984d",Note,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85012273919
"Ferrada, P., Marzo, A., Cabrera, E., Chu, H., del Campo, V., Rabanal, J., Diaz-Almeida, D., Schneider, A., Kopecek, R.","36703939600;36704736200;48661809600;56978629500;35304707500;56979410100;57193264689;57205402849;6507973720;","Potential for photogenerated current for silicon based photovoltaic modules in the Atacama Desert",2017,"Solar Energy","144",,,"580","593",,12,"10.1016/j.solener.2017.01.053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012124662&doi=10.1016%2fj.solener.2017.01.053&partnerID=40&md5=587bd11caadf18548431de11a40528c1",Article,"Final","",Scopus,2-s2.0-85012124662
"De Waele, J., Carbone, C., Sanna, L., Vattano, M., Galli, E., Sauro, F., Forti, P.","57204948482;23979213400;35783504100;39462227000;7102190910;54987501300;7003866910;","Secondary minerals from salt caves in the Atacama Desert (Chile): A hyperarid and hypersaline environment with potential analogies to the Martian subsurface",2017,"International Journal of Speleology","46","1",,"51","66",,14,"10.5038/1827-806X.46.1.2094","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011977283&doi=10.5038%2f1827-806X.46.1.2094&partnerID=40&md5=36bfffc749124e1da85fbcccee2ecc27",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85011977283
"Cosentino, N.J., Jordan, T.E.","56256197300;7202381241;","87Sr/86Sr of calcium sulfate in ancient soils of hyperarid settings as a paleoaltitude proxy: Pliocene to Quaternary constraints for northern Chile (19.5–21.7°S)",2017,"Tectonics","36","1",,"137","162",,9,"10.1002/2016TC004185","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011964472&doi=10.1002%2f2016TC004185&partnerID=40&md5=f58bf7720a0c34474187c820ad2b3a77",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85011964472
"Shen, W., Alvizuri, C., Lin, F.-C., Tape, C.","57200036727;37046031500;7402777484;7801371890;","A one-dimensional seismic model for Uturuncu volcano, Bolivia, and its impact on full moment tensor inversions",2017,"Geosphere","13","1",,"1","10",,5,"10.1130/GES01353.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011923749&doi=10.1130%2fGES01353.1&partnerID=40&md5=cd3b37242aadce392c1c291dc69973f1",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85011923749
"Riaño, J., Paqui, M.F., Córdoba-Córdoba, S., Sánchez, F.","57185583000;57185846900;24449020800;8950074800;","Nest and chicks of Pseudoscops clamator (Aves: Strigidae) in the highland plateau of the sabana de Bogotá, Colombia [Nido y polluelos de Pseudoscops clamator (Aves: strigidae) en el altiplano de la sabana de Bogotá, Colombia]",2017,"Acta Biologica Colombiana","22","1",,"105","109",,3,"10.15446/abc.v22n1.54380","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010888091&doi=10.15446%2fabc.v22n1.54380&partnerID=40&md5=fb46bb2229a4eb30102ee7dd94b65290",Article,"Final","",Scopus,2-s2.0-85010888091
"Zhou, R., Schoenbohm, L.M., Sobel, E.R., Davis, D.W., Glodny, J.","55352244600;8148514600;7103265689;7404611342;56070759400;","New constraints on orogenic models of the southern Central Andean Plateau: Cenozoic basin evolution and bedrock exhumation",2017,"Bulletin of the Geological Society of America","129","1-2",,"152","170",,16,"10.1130/B31384.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009727757&doi=10.1130%2fB31384.1&partnerID=40&md5=197db3a48aff50349f64da9068961132",Article,"Final","",Scopus,2-s2.0-85009727757
"Litty, C., Lanari, P., Burn, M., Schlunegger, F.","57038841100;37122221200;57192830446;6603813465;","Climate-controlled shifts in sediment provenance inferred from detrital zircon ages, western Peruvian Andes",2017,"Geology","45","1",,"59","62",,16,"10.1130/G38371.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008354363&doi=10.1130%2fG38371.1&partnerID=40&md5=423c78699798e62daef9e89f17d611dd",Article,"Final","",Scopus,2-s2.0-85008354363
"Pereira, C.M., Silva, D.S., Gonçalves, G.L., Vargas, H.A., Moreira, G.R.P.","35567145900;57162154000;16303455700;14061478800;56264482400;","A new species of Leurocephala Davis &amp; Mc Kay (Lepidoptera, Gracillariidae) from the Azapa Valley, northern Chilean Atacama Desert, with notes on life-history",2017,"Revista Brasileira de Entomologia","61","1",,"6","15",,14,"10.1016/j.rbe.2016.11.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008225516&doi=10.1016%2fj.rbe.2016.11.003&partnerID=40&md5=bb6e46e0794b3bd894f7c312221d2cd8",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85008225516
"Archundia, D., Duwig, C., Spadini, L., Uzu, G., Guédron, S., Morel, M.C., Cortez, R., Ramos Ramos, O., Chincheros, J., Martins, J.M.F.","57189761785;56037361200;24296934500;25648527200;15064036900;55976742700;57192719123;49864320100;6504175014;7201798875;","How Uncontrolled Urban Expansion Increases the Contamination of the Titicaca Lake Basin (El Alto, La Paz, Bolivia)",2017,"Water, Air, and Soil Pollution","228","1","44","","",,33,"10.1007/s11270-016-3217-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007607298&doi=10.1007%2fs11270-016-3217-0&partnerID=40&md5=611de7d2fda853d914ed16c6aea1bd21",Article,"Final","",Scopus,2-s2.0-85007607298
"Álvarez, O., Pesce, A., Gimenez, M., Folguera, A., Soler, S., Chen, W.","48460956200;57192719803;7102141171;6602569951;57192711274;56014695300;","Analysis of the Illapel Mw = 8.3 Thrust Earthquake Rupture Zone Using GOCE-Derived Gradients",2017,"Pure and Applied Geophysics","174","1",,"47","75",,9,"10.1007/s00024-016-1376-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007518498&doi=10.1007%2fs00024-016-1376-y&partnerID=40&md5=6e1a9762383125fb74207d0b4b8920ad",Article,"Final","",Scopus,2-s2.0-85007518498
"del Papa, C.E., Petrinovic, I.A.","7003858802;6506255880;","The development of miocene extensional and short-lived basin in the Andean broken foreland: The Conglomerado Los Patos, Northwestern Argentina",2017,"Journal of South American Earth Sciences","73",,,"191","201",,7,"10.1016/j.jsames.2016.12.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007353395&doi=10.1016%2fj.jsames.2016.12.008&partnerID=40&md5=efcfaf8d97328c5d44c6df7035d88f68",Article,"Final","",Scopus,2-s2.0-85007353395
"Sánchez, M.A., Winocur, D., Álvarez, O., Folguera, A., Martinez, M.P.","55229683100;55618729800;48460956200;6602569951;7404593271;","Crustal structure of the high Andes in the North Pampean flat slab segment from magnetic and gravity data",2017,"Journal of South American Earth Sciences","73",,,"153","167",,4,"10.1016/j.jsames.2016.12.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007005097&doi=10.1016%2fj.jsames.2016.12.007&partnerID=40&md5=bc0478656cde505d6ee90a62026b09b4",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85007005097
"Wilhelm, M.B., Davila, A.F., Eigenbrode, J.L., Parenteau, M.N., Jahnke, L.L., Liu, X.-L., Summons, R.E., Wray, J.J., Stamos, B.N., O'Reilly, S.S., Williams, A.","54586390400;7006340868;6506461928;6701515357;7003895946;36015650400;7006569318;21935436700;55151131600;57200085185;35199125800;","Xeropreservation of functionalized lipid biomarkers in hyperarid soils in the Atacama Desert",2017,"Organic Geochemistry","103",,,"97","104",,21,"10.1016/j.orggeochem.2016.10.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85004107265&doi=10.1016%2fj.orggeochem.2016.10.015&partnerID=40&md5=feb021e3eac16d42d31d455f8a1a3a85",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85004107265
"Rivera, M., Martin, H., Le Pennec, J.-L., Thouret, J.-C., Gourgaud, A., Gerbe, M.-C.","7202781095;7401980253;7004055164;7004535270;7004219318;6507635109;","Petro-geochemical constraints on the source and evolution of magmas at El Misti volcano (Peru)",2017,"Lithos","268-271",,,"240","259",,17,"10.1016/j.lithos.2016.11.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997470928&doi=10.1016%2fj.lithos.2016.11.009&partnerID=40&md5=fe2d6b76cec1c0825b42402dc8cf3fda",Review,"Final","",Scopus,2-s2.0-84997470928
"Kaiser, J.F., de Silva, S., Schmitt, A.K., Economos, R., Sunagua, M.","57190729296;35587937400;35576256900;26664471000;24829504900;","Million-year melt–presence in monotonous intermediate magma for a volcanic–plutonic assemblage in the Central Andes: Contrasting histories of crystal-rich and crystal-poor super-sized silicic magmas",2017,"Earth and Planetary Science Letters","457",,,"73","86",,38,"10.1016/j.epsl.2016.09.048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995777882&doi=10.1016%2fj.epsl.2016.09.048&partnerID=40&md5=8320158a270363821c30073d2874db91",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-84995777882
"Laumonier, M., Gaillard, F., Muir, D., Blundy, J., Unsworth, M.","36165675600;57206153908;37117505900;7003751497;7005100237;","Giant magmatic water reservoirs at mid-crustal depth inferred from electrical conductivity and the growth of the continental crust",2017,"Earth and Planetary Science Letters","457",,,"173","180",,60,"10.1016/j.epsl.2016.10.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993964816&doi=10.1016%2fj.epsl.2016.10.023&partnerID=40&md5=ac19ebcaa7ccc40c7f97fe3e30e75dc4",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-84993964816
"Murray, C., Platzer, W., Petersen, J.","57191570014;7004549918;7401502751;","Potential for solar thermal energy in the heap bioleaching of chalcopyrite in Chilean copper mining",2017,"Minerals Engineering","100",,,"75","82",,18,"10.1016/j.mineng.2016.09.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991594385&doi=10.1016%2fj.mineng.2016.09.022&partnerID=40&md5=444132ded7237fb48190589362a67883",Article,"Final","",Scopus,2-s2.0-84991594385
"Jorquera, M.A., Maruyama, F., Ogram, A.V., Navarrete, O.U., Lagos, L.M., Inostroza, N.G., Acuña, J.J., Rilling, J.I., de La Luz Mora, M.","6603389134;7006982856;7003594291;16424366000;56196908900;56189609600;55179542700;56197158200;35213773100;","Erratum to: Rhizobacterial Community Structures Associated with Native Plants Grown in Chilean Extreme Environments (Microbial Ecology, (2016), 72, 3, (633-646), 10.1007/s00248-016-0813-x)",2017,"Microbial Ecology","73","1",,"253","",,,"10.1007/s00248-016-0830-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982305326&doi=10.1007%2fs00248-016-0830-9&partnerID=40&md5=56562876100ee2da591cced3d9574378",Erratum,"Final","",Scopus,2-s2.0-84982305326
"Steinmetz, R.L.L.","56781442800;","Lithium- and boron-bearing brines in the Central Andes: exploring hydrofacies on the eastern Puna plateau between 23° and 23°30′S",2017,"Mineralium Deposita","52","1",,"35","50",,24,"10.1007/s00126-016-0656-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963747986&doi=10.1007%2fs00126-016-0656-x&partnerID=40&md5=0d1ca7e3767aef3fcbdb7e5af6170cfb",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84963747986
"Simirgiotis, M.J., Quispe, C., Bórquez, J., Mocan, A., Sepúlveda, B.","6506169664;15842197600;6603050149;57189447245;8985362200;","High resolution metabolite fingerprinting of the resin of Baccharis tola Phil. from the Atacama Desert and its antioxidant capacities",2016,"Industrial Crops and Products","94",,,"368","375",,14,"10.1016/j.indcrop.2016.08.037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986265099&doi=10.1016%2fj.indcrop.2016.08.037&partnerID=40&md5=440484f8de7060680d4b25ab5d5d9881",Article,"Final","",Scopus,2-s2.0-84986265099
"Boutt, D.F., Hynek, S.A., Munk, L.A., Corenthal, L.G.","7801375879;35772233500;6701529315;37067018000;","Rapid recharge of fresh water to the halite-hosted brine aquifer of Salar de Atacama, Chile",2016,"Hydrological Processes","30","25",,"4720","4740",,24,"10.1002/hyp.10994","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997502425&doi=10.1002%2fhyp.10994&partnerID=40&md5=fc53002007210b0291d850fe8d2f30a5",Article,"Final","",Scopus,2-s2.0-84997502425
"Hernández-López, M.F., Braud, I., Gironás, J., Suárez, F., Muñoz, J.F.","55202217900;55910060100;24449917300;36885787200;55194174300;","Modelling evaporation processes in soils from the Huasco salt flat basin, Chile",2016,"Hydrological Processes","30","25",,"4704","4719",,9,"10.1002/hyp.10987","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991596494&doi=10.1002%2fhyp.10987&partnerID=40&md5=01ec429fc41f3bacd30c03c8b05cf44f",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84991596494
"Finstad, K., Pfeiffer, M., McNicol, G., Barnes, J., Demergasso, C., Chong, G., Amundson, R.","55617205400;57203628605;56165760500;55782130500;35228899200;55340362300;7005994343;","Rates and geochemical processes of soil and salt crust formation in Salars of the Atacama Desert, Chile",2016,"Geoderma","284",,,"57","72",,26,"10.1016/j.geoderma.2016.08.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984797268&doi=10.1016%2fj.geoderma.2016.08.020&partnerID=40&md5=d1e162bacfe6c742b1714ee259f14862",Article,"Final","",Scopus,2-s2.0-84984797268
"Martínez, J.J., Sandoval, M.L., Carrizo, L.V.","57214262110;35085293500;54790835300;","Taxonomic status of large- and middle-sized Calomys (Cricetidae: Sigmodontinae) from the southern central Andes inferred through geometric morphometrics of the skull",2016,"Journal of Mammalogy","97","6",,"1589","1601",,5,"10.1093/jmammal/gyw123","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048414316&doi=10.1093%2fjmammal%2fgyw123&partnerID=40&md5=dacb9ad9b346b253e4348929da3fc88f",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85048414316
"Venegas, P.J., Echevarría, L.Y., García-Burneo, K., Koch, C.","14326326800;43160981500;55752232700;36890299800;","A new species of iguanid lizard, genus Stenocercus (Squamata, Iguania), from the Central Andes in Peru",2016,"Zootaxa","4205","1",,"52","64",,5,"10.11646/zootaxa.4205.1.4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002198136&doi=10.11646%2fzootaxa.4205.1.4&partnerID=40&md5=417ec6eec127124108c3fff34ae340db",Article,"Final","",Scopus,2-s2.0-85002198136
"Cámara, B., Souza-Egipsy, V., Ascaso, C., Artieda, O., De Los Ríos, A., Wierzchos, J.","24330912000;6603497059;7005936696;6503931106;7004184904;7003681791;","Biosignatures and microbial fossils in endolithic microbial communities colonizing Ca-sulfate crusts in the Atacama Desert",2016,"Chemical Geology","443",,,"22","31",,7,"10.1016/j.chemgeo.2016.09.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032088706&doi=10.1016%2fj.chemgeo.2016.09.019&partnerID=40&md5=ff09b985e86398750d454022280030ac",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85032088706
"Zhu, X.-S., Lu, M.-J.","36845079400;57191095242;","Regional metallogenic structure based on aeromagnetic data in northern Chile",2016,"Applied Geophysics","13","4",,"721","735",,4,"10.1007/s11770-016-0593-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013339882&doi=10.1007%2fs11770-016-0593-6&partnerID=40&md5=a3ff21e4e093122bf982db2f482cd3e2",Article,"Final","",Scopus,2-s2.0-85013339882
"Savi, S., Schildgen, T.F., Tofelde, S., Wittmann, H., Scherler, D., Mey, J., Alonso, R.N., Strecker, M.R.","55454193100;6507452097;57028362000;23767732900;14052807300;56155101200;7201754112;7006301675;","Climatic controls on debris-flow activity and sediment aggradation: The Del Medio fan, NW Argentina",2016,"Journal of Geophysical Research: Earth Surface","121","12",,"2424","2445",,15,"10.1002/2016JF003912","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007044391&doi=10.1002%2f2016JF003912&partnerID=40&md5=d7cf7ebc2e70f9f5813e801345b39df7",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85007044391
"Alanoca, L., Guédron, S., Amouroux, D., Audry, S., Monperrus, M., Tessier, E., Goix, S., Acha, D., Seyler, P., Point, D.","6503879803;15064036900;7004645395;6508185323;57204637673;6701445130;53879740600;56492905500;6701609244;6603739997;","Synergistic effects of mining and urban effluents on the level and distribution of methylmercury in a shallow aquatic ecosystem of the Bolivian Altiplano",2016,"Environmental Science: Processes and Impacts","18","12",,"1550","1560",,10,"10.1039/c6em00547k","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006054221&doi=10.1039%2fc6em00547k&partnerID=40&md5=26bb54b51dcfdb27265f9aa14165124b",Article,"Final","",Scopus,2-s2.0-85006054221
"Retallack, G.J., Krinsley, D.H., Fischer, R., Razink, J.J., Langworthy, K.A.","7005630111;7003853881;57217400787;18838039500;24166603700;","Archean coastal-plain paleosols and life on land",2016,"Gondwana Research","40",,,"1","20",,25,"10.1016/j.gr.2016.08.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996542253&doi=10.1016%2fj.gr.2016.08.003&partnerID=40&md5=34894dfb5a740ed50e7c05f107ab9c87",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-84996542253
"Rodriguez, J.P., Jacobsen, S.-E., Sørensen, M., Andreasen, C.","57191836071;8607369400;7202042895;7005358690;","Germination Responses of Cañahua (Chenopodium pallidicaule Aellen) to Temperature and Sowing Depth: A Crop Growing Under Extreme Conditions",2016,"Journal of Agronomy and Crop Science","202","6",,"542","553",,6,"10.1111/jac.12158","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994173172&doi=10.1111%2fjac.12158&partnerID=40&md5=6144114cbd27f8646cc7425ae762635e",Article,"Final","",Scopus,2-s2.0-84994173172
"Paredes, A., Leyton, Y., Riquelme, C., Morales, G.","7005893042;6504604463;7004010734;7102711683;","A plant from the altiplano of Northern Chile Senecio nutans, inhibits the Vibrio cholerae pathogen",2016,"SpringerPlus","5","1","1788","","",,4,"10.1186/s40064-016-3469-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991284108&doi=10.1186%2fs40064-016-3469-6&partnerID=40&md5=26dcf32d286855010d3e0ad1f5aba393",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84991284108
"Prieto, M.","56844665900;","Practicing costumbres and the decommodification of nature: The Chilean water markets and the Atacameño people",2016,"Geoforum","77",,,"28","39",,19,"10.1016/j.geoforum.2016.10.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990924608&doi=10.1016%2fj.geoforum.2016.10.004&partnerID=40&md5=d09921dac31bf48c42112c948cbcb40a",Article,"Final","",Scopus,2-s2.0-84990924608
"Bershaw, J., Saylor, J.E., Garzione, C.N., Leier, A., Sundell, K.E.","35221162100;26039374500;35322575600;8396970500;55795331300;","Stable isotope variations (δ18O and δD) in modern waters across the Andean Plateau",2016,"Geochimica et Cosmochimica Acta","194",,,"310","324",,31,"10.1016/j.gca.2016.08.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989181307&doi=10.1016%2fj.gca.2016.08.011&partnerID=40&md5=231e34fc293f412c921b6d80308609c8",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-84989181307
"Chelleri, L., Minucci, G., Skrimizea, E.","49660976300;56110286000;57191249689;","Does community resilience decrease social–ecological vulnerability? Adaptation pathways trade-off in the Bolivian Altiplano",2016,"Regional Environmental Change","16","8",,"2229","2241",,22,"10.1007/s10113-016-1046-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988428081&doi=10.1007%2fs10113-016-1046-8&partnerID=40&md5=6bb53409ec639c0e4302fa2abe1557d8",Article,"Final","",Scopus,2-s2.0-84988428081
"Martinod, J., Regard, V., Riquelme, R., Aguilar, G., Guillaume, B., Carretier, S., Cortés-Aranda, J., Leanni, L., Hérail, G.","55897139800;36094627300;56228802300;36624833300;23980020900;6603118126;56505597700;26028009900;7004202642;","Pleistocene uplift, climate and morphological segmentation of the Northern Chile coasts (24°S–32°S): Insights from cosmogenic 10Be dating of paleoshorelines",2016,"Geomorphology","274",,,"78","91",,17,"10.1016/j.geomorph.2016.09.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988040377&doi=10.1016%2fj.geomorph.2016.09.010&partnerID=40&md5=41a2593837032751f82890d088470286",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84988040377
"Jayne, R.S., Pollyea, R.M., Dodd, J.P., Olson, E.J., Swanson, S.K.","16052642100;44161322100;23968557700;57190751740;7202783187;","Spatial and temporal constraints on regional-scale groundwater flow in the Pampa del Tamarugal Basin, Atacama Desert, Chile [Contraintes spatiales et temporelles sur l’écoulement régional des eaux souterraines dans la pampa du bassin du Tamarugal, désert d’Atacama, Chili]",2016,"Hydrogeology Journal","24","8",,"1921","1937",,32,"10.1007/s10040-016-1454-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982984343&doi=10.1007%2fs10040-016-1454-3&partnerID=40&md5=0e7be5bea0b99cd8cf1d24e809192dd2",Article,"Final","",Scopus,2-s2.0-84982984343
"Salinas, C.X., Gironás, J., Pinto, M.","55121532400;24449917300;8523632700;","Water security as a challenge for the sustainability of La Serena-Coquimbo conurbation in northern Chile: global perspectives and adaptation",2016,"Mitigation and Adaptation Strategies for Global Change","21","8",,"1235","1246",,18,"10.1007/s11027-015-9650-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927537688&doi=10.1007%2fs11027-015-9650-3&partnerID=40&md5=8991a0ea1d7d78448321d7b76161adc3",Article,"Final","",Scopus,2-s2.0-84927537688
"Rumold, C.U., Aldenderfer, M.S.","57192170732;6508118584;","Late Archaic-Early Formative period microbotanical evidence for potato at Jiskairumoko in the Titicaca Basin of southern Peru",2016,"Proceedings of the National Academy of Sciences of the United States of America","113","48",,"13672","13677",,21,"10.1073/pnas.1604265113","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999232944&doi=10.1073%2fpnas.1604265113&partnerID=40&md5=5e09d3402ef919d131a1ebec8cce2658",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84999232944
"Lybrand, R.A., Bockheim, J.G., Ge, W., Graham, R.C., Hlohowskyj, S.R., Michalski, G., Prellwitz, J.S., Rech, J.A., Wang, F., Parker, D.R.","37072909900;7006131392;57220917162;7401483521;57191832892;57205981224;57191822900;7003316537;55957855600;7403382287;","Nitrate, perchlorate, and iodate co-occur in coastal and inland deserts on Earth",2016,"Chemical Geology","442",,,"174","186",,24,"10.1016/j.chemgeo.2016.05.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994037070&doi=10.1016%2fj.chemgeo.2016.05.023&partnerID=40&md5=9b3ce7c18b9ba83a7c44936643c10992",Article,"Final","",Scopus,2-s2.0-84994037070
"Hernández, K.L., Yannicelli, B., Olsen, L.M., Dorador, C., Menschel, E.J., Molina, V., Remonsellez, F., Hengst, M.B., Jeffrey, W.H.","14041581800;56113627000;7201823457;23666723800;22985696000;8215374700;25639992100;6602653011;7005999142;","Microbial activity response to solar radiation across contrasting environmental conditions in Salar de Huasco, northern Chilean altiplano",2016,"Frontiers in Microbiology","7","NOV","1857","","",,20,"10.3389/fmicb.2016.01857","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006789944&doi=10.3389%2ffmicb.2016.01857&partnerID=40&md5=55ee3082f9dd7d108e2d63576a7426d8",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85006789944
"Starke, A.R., Cardemil, J.M., Escobar, R.A., Colle, S.","57190933365;36536484300;8619161300;6604029804;","Assessing the performance of hybrid CSP + PV plants in northern Chile",2016,"Solar Energy","138",,,"88","97",,59,"10.1016/j.solener.2016.09.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988312156&doi=10.1016%2fj.solener.2016.09.006&partnerID=40&md5=2b8afcb04e0ad791435cf3df623f40fd",Article,"Final","",Scopus,2-s2.0-84988312156
"Gabrovsky, A.N., O'Neill, K.D., Gerszten, E.","35268423900;57190618876;6701730552;","Paleopathology of cardiovascular diseases in South American mummies",2016,"International Journal of Cardiology","223",,,"101","107",,5,"10.1016/j.ijcard.2016.08.176","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981711362&doi=10.1016%2fj.ijcard.2016.08.176&partnerID=40&md5=b67fe7b9523f9c7fce2471c16b266263",Article,"Final","",Scopus,2-s2.0-84981711362
"Salas, I., Herrera, C., Luque, J.A., Delgado, J., Urrutia, J., Jordan, T.","57213469940;7102094324;7102403999;57198051402;56895763500;7202381241;","Recent climatic events controlling the hydrological and the aquifer dynamics at arid areas: The case of Huasco River watershed, northern Chile",2016,"Science of the Total Environment","571",,,"178","194",,21,"10.1016/j.scitotenv.2016.07.132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979258419&doi=10.1016%2fj.scitotenv.2016.07.132&partnerID=40&md5=cd7bcf11f2421950f9e1547e29c69633",Article,"Final","",Scopus,2-s2.0-84979258419
